Open,High,Low,Close,Volume,Label
100.0,100.74490264480644,98.82971929360322,98.82971929360322,1985,1
100.0,100.67517827497439,98.8859186417669,98.8859186417669,5231,1
100.54671415301124,100.69123282372675,99.91578331927344,99.91578331927344,6302,1
100.4579672984135,101.25038721941345,99.51590711483925,99.51590711483925,6291,1
101.15885102186346,101.4668125515025,100.61085520312231,100.61085520312231,1908,1
102.75010995083667,104.64372461779045,101.38325158755585,102.53595964012548,6051,1
102.56089215583026,103.39804664216165,101.96832488198292,103.39804664216165,3586,1
102.37203964999459,102.37324512535682,99.66764801839182,102.05088061128889,2331,1
104.03989803946861,104.8569866705368,102.45427233269902,102.45427233269902,7851,0
104.89035629821849,106.03042414471365,104.40208245576694,106.03042414471365,2806,0
104.45036812023156,105.38793825785812,103.61327798661652,103.61327798661652,1805,0
105.0692992670905,106.67685913145948,105.01057883998587,105.01057883998587,5147,0
104.63492419420626,105.39764897277247,103.22936114034998,105.08146070114698,1071,0
104.19992568170527,104.96906803149257,103.21493255588825,104.39953610010805,1027,0
104.50415015169568,105.59832969921716,104.30547014214828,105.59832969921716,9660,0
102.55694496707162,103.38641980900336,102.47787762520706,103.03594811046437,4983,0
100.83920040733756,101.03302654611036,99.97789082764045,99.97789082764045,9955,0
100.32261375906445,102.50117593305612,99.84177996955248,102.50117593305612,8055,0
99.35667641305928,101.36053877746603,98.66050841589998,99.55100987639752,7690,0
99.71858045664916,100.35399848685839,99.20088788377996,99.57124023002766,4832,0
98.86297102856312,100.1022294234166,98.77487978453405,99.8268964516187,1559,0
97.51615711499097,97.76560806092105,95.34622052691043,97.76560806092105,8957,0
98.99415954980395,99.39338774274329,97.57047691292003,99.39338774274329,4831,0
98.82015127844956,101.31233527705024,96.9683085468749,101.31233527705024,8344,0
98.93629282811702,100.24511322723613,98.1527031633184,98.66117139986197,6171,0
97.57616793695564,100.59568009277646,96.89752487566153,97.25840704293825,1078,0
97.09376821942166,97.27761776417536,96.77553069167904,97.21034673143413,5929,0
97.25001402568724,99.05052520719809,96.46885764755612,98.32152996126827,4647,1
96.17929761722213,97.41824397016157,94.67276358703174,94.67276358703174,2031,1
96.58873098123743,96.79839039651206,94.62317508976093,94.62317508976093,8381,1
96.05687605835315,96.5485122439852,95.25474759973504,95.46976078773301,3072,1
95.82471259267344,96.63183518931075,94.19078963361414,94.19078963361414,7911,1
95.29604131714984,96.26958751685432,93.8798142613572,94.8712099696242,7088,0
97.10883712182661,97.6113368179559,95.95768338527374,97.6113368179559,2484,0
97.1442845424008,97.64975470156742,94.30520588291537,96.25353567884854,6838,0
96.16535097021101,97.22556087770988,94.73852439342967,94.73852439342967,2550,0
97.00443684730774,99.76409688621882,96.04773366092209,97.0737740090231,6497,0
95.8686665582909,96.73121004290607,95.35172004254252,96.73121004290607,5682,0
96.11683563502682,96.62579926073431,94.4218621965102,94.4218621965102,2829,0
94.28132114088608,95.10155353919207,94.25902085716803,95.10155353919207,4751,1
93.07623044734615,94.84530635223527,92.38734490477074,93.89353665108447,7081,0
93.30599958012886,94.26008468228548,93.10124069772706,94.26008468228548,7601,0
94.04168620394883,95.26016641882052,93.27580792446821,95.26016641882052,5459,0
94.24986466830057,96.45187859296018,92.6339778808901,96.45187859296018,4856,0
94.1879912509926,94.34034612302632,93.83189920237353,93.83189920237353,7182,0
93.95148172416003,94.77390165654224,93.01904685320537,94.06105330423789,7083,0
92.60936414745437,93.73039481477885,92.19292571420634,92.19292571420634,8970,0
91.98902568528148,91.99100253003729,91.28832507316089,91.99100253003729,3094,0
91.61128308078955,93.14415643642586,88.796628636317,93.14415643642586,7238,0
92.6255319575013,92.95342667401421,91.28051747357063,91.28051747357063,4032,0
92.99012299209609,93.14531367595507,92.12907331993051,92.12907331993051,2548,1
91.3971648447203,92.77434578122485,90.6591077610589,92.77434578122485,9559,1
91.73906698688573,92.75910349378782,91.55781582428368,92.75910349378782,1064,1
91.43166562919342,92.08978211826867,90.97139400421112,91.06853398237634,4299,1
90.85846040211781,91.71286240323853,90.66361806184767,91.71286240323853,5849,1
91.4596492910045,92.80552021447771,90.43995397129564,91.80086513349653,6639,1
92.44832766311671,93.9486022721177,92.24196589179127,93.9486022721177,3035,0
93.35550472293028,93.83172559647494,91.89330878421264,93.43001431675705,6674,1
92.61872672076397,93.64435883463656,92.17009095624945,93.64435883463656,3228,0
92.37864751874794,95.02065942924057,91.4166603296761,95.02065942924057,6620,0
92.73085352016213,93.32895267520959,92.4938415501495,93.32895267520959,1596,0
93.68185026977713,94.5327482319451,92.93195003035342,93.73117843557198,4606,0
93.27979190288245,94.00223888810343,93.00052406466592,94.00223888810343,4889,1
93.15324949175286,93.54371434168175,92.20233876206562,92.78796863354897,4506,1
92.16923913794838,94.55720684347311,91.85071813314951,94.55720684347311,2395,1
91.11278921358446,91.37815156298409,90.12109255014416,91.29286025128044,8529,1
91.89866054805522,92.4814192056668,91.26578027317042,91.6257272278297,9303,1
93.19097629840239,95.62979345667883,92.35528729338235,92.35528729338235,1452,1
93.17046485121722,94.26768504282366,92.87322057783709,94.26768504282366,8336,1
94.15204634954372,95.57479448564366,92.9628138844666,95.01923376237146,3631,1
94.53961009063799,95.46582549287959,93.48562431945511,94.0422557192239,3186,1
93.97698619506195,94.94238367965312,93.40497991676148,94.55343754018438,6967,1
94.3636033864577,95.59973410826392,92.85504741824484,92.85504741824484,7374,1
95.86213191366957,96.04710248874272,94.32454711722039,96.04710248874272,6358,0
95.87571937475539,96.32847572683208,95.73081479567396,96.32847572683208,5348,0
97.42377059510592,99.13110040466515,96.97782688124477,99.13110040466515,2459,0
94.92022802001856,95.2363008760456,94.14940921728987,94.14940921728987,2942,0
95.74783986528378,96.36361101505491,94.46948723648146,94.46948723648146,6422,0
95.87905947272051,97.08294390988932,93.8716026119755,94.98363151179547,6196,0
95.64031356707589,95.77975984275689,94.30374506676097,94.30374506676097,1061,0
95.77589401826955,97.11255137602853,95.47027490720124,97.11255137602853,2494,1
93.92017006809047,95.4688093631145,93.28650904331641,95.4688093631145,2180,1
93.76081394247575,94.36202069140487,93.0626142678647,94.08103052042458,7268,1
94.1425260031873,95.58638081932084,92.46385132981473,95.36382094887244,3788,0
95.58092405155924,97.87710500469647,93.66928350090748,95.71488243213948,5636,0
95.13334704987503,95.6838838993666,93.8221795520724,95.03823540217427,5721,1
94.41176669828356,95.63247912419772,94.0787290792298,94.0787290792298,6710,1
93.98525489225146,94.49339508989877,93.1256700199079,93.6748639008739,8702,1
94.89259053330893,95.0403708521264,93.34478897699991,93.34478897699991,1105,1
